Data_Point,Sample_Num,Time_Stamp,Time_Per,Temp,Gain,Int_Time,Allowable_Dev,Raw_Used_Vio,Raw_Values_Vio_450nm,Raw_Selected_Vio_450nm,Raw_Avg_Vio_450nm,Raw_StdDev_Vio_450nm,Call_Used_Vio,Call_Values_Vio_450nm,Cal_Selected_Vio_450nm,Cal_Avg_Vio_450nm,Cal_StdDev_Vio_450nm,Raw_Used_Blu,Raw_Values_Blu_500nm,Raw_Selected_Blu_500nm,Raw_Avg_Blu_500nm,Raw_StdDev_Blu_500nm,Call_Used_Blu,Call_Values_Blu_500nm,Cal_Selected_Blu_500nm,Cal_Avg_Blu_500nm,Cal_StdDev_Blu_500nm,Raw_Used_Grn,Raw_Values_Grn_550nm,Raw_Selected_Grn_550nm,Raw_Avg_Grn_550nm,Raw_StdDev_Grn_550nm,Call_Used_Grn,Call_Values_Grn_550nm,Cal_Selected_Grn_550nm,Cal_Avg_Grn_550nm,Cal_StdDev_Grn_550nm,Raw_Used_Yel,Raw_Values_Yel_570nm,Raw_Selected_Yel_570nm,Raw_Avg_Yel_570nm,Raw_StdDev_Yel_570nm,Call_Used_Yel,Call_Values_Yel_570nm,Cal_Selected_Yel_570nm,Cal_Avg_Yel_570nm,Cal_StdDev_Yel_570nm,Raw_Used_Org,Raw_Values_Org_600nm,Raw_Selected_Org_600nm,Raw_Avg_Org_600nm,Raw_StdDev_Org_600nm,Call_Used_Org,Call_Values_Org_600nm,Cal_Selected_Org_600nm,Cal_Avg_Org_600nm,Cal_StdDev_Org_600nm,Raw_Used_Red,Raw_Values_Red_650nm,Raw_Selected_Red_650nm,Raw_Avg_Red_650nm,Raw_StdDev_Red_650nm,Call_Used_Red,Call_Values_Red_650nm,Cal_Selected_Red_650nm,Cal_Avg_Red_650nm,Cal_StdDev_Red_650nm
2.0,7.0,2023-03-28 04:27:18.924390,19.13,38.0,64.0,700.0,150.0,"[300, 301, 301, 300, 300, 300]","[300, 301, 301, 300, 300, 300]","[300, 301, 301, 300, 300, 300]",300.33,0.52,"[294.22, 295.2, 295.2, 294.22, 294.22, 294.22]","[294.22, 295.2, 295.2, 294.22, 294.22, 294.22]","[294.22, 295.2, 295.2, 294.22, 294.22, 294.22]",294.55,0.51,"[569, 565, 562, 559, 557, 555]","[569, 565, 562, 559, 557, 555]","[569, 565, 562, 559, 557, 555]",561.17,5.23,"[669.82, 665.11, 661.58, 658.05, 655.69, 653.34]","[669.82, 665.11, 661.58, 658.05, 655.69, 653.34]","[669.82, 665.11, 661.58, 658.05, 655.69, 653.34]",660.6,6.16,"[600, 596, 594, 591, 589, 587]","[600, 596, 594, 591, 589, 587]","[600, 596, 594, 591, 589, 587]",592.83,4.79,"[608.16, 604.1, 602.07, 599.03, 597.01, 594.98]","[608.16, 604.1, 602.07, 599.03, 597.01, 594.98]","[608.16, 604.1, 602.07, 599.03, 597.01, 594.98]",600.89,4.86,"[1358, 1352, 1346, 1340, 1336, 1333]","[1358, 1352, 1346, 1340, 1336, 1333]","[1358, 1352, 1346, 1340, 1336, 1333]",1344.17,9.64,"[1183.55, 1178.32, 1173.09, 1167.86, 1164.37, 1161.76]","[1183.55, 1178.32, 1173.09, 1167.86, 1164.37, 1161.76]","[1183.55, 1178.32, 1173.09, 1167.86, 1164.37, 1161.76]",1171.49,8.4,"[694, 689, 686, 683, 681, 679]","[694, 689, 686, 683, 681, 679]","[694, 689, 686, 683, 681, 679]",685.33,5.54,"[665.21, 660.42, 657.54, 654.66, 652.75, 650.83]","[665.21, 660.42, 657.54, 654.66, 652.75, 650.83]","[665.21, 660.42, 657.54, 654.66, 652.75, 650.83]",656.9,5.31,"[1092, 1084, 1078, 1070, 1067, 1062]","[1092, 1084, 1078, 1070, 1067, 1062]","[1092, 1084, 1078, 1070, 1067, 1062]",1075.5,11.27,"[890.69, 884.16, 879.27, 872.75, 870.3, 866.22]","[890.69, 884.16, 879.27, 872.75, 870.3, 866.22]","[890.69, 884.16, 879.27, 872.75, 870.3, 866.22]",877.23,9.19
3.0,7.0,2023-03-28 04:27:39.458572,20.19,37.0,64.0,700.0,150.0,"[248, 248, 248, 248, 247, 247]","[248, 248, 248, 248, 247, 247]","[248, 248, 248, 248, 247, 247]",247.67,0.52,"[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]","[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]","[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]",264.4,0.55,"[456, 453, 451, 448, 447, 445]","[456, 453, 451, 448, 447, 445]","[456, 453, 451, 448, 447, 445]",450.0,4.1,"[574.02, 570.24, 567.73, 563.95, 562.69, 560.17]","[574.02, 570.24, 567.73, 563.95, 562.69, 560.17]","[574.02, 570.24, 567.73, 563.95, 562.69, 560.17]",566.47,5.16,"[664, 660, 658, 654, 652, 651]","[664, 660, 658, 654, 652, 651]","[664, 660, 658, 654, 652, 651]",656.5,5.05,"[690.04, 685.89, 683.81, 679.65, 677.57, 676.53]","[690.04, 685.89, 683.81, 679.65, 677.57, 676.53]","[690.04, 685.89, 683.81, 679.65, 677.57, 676.53]",682.25,5.25,"[1305, 1298, 1292, 1286, 1282, 1279]","[1305, 1298, 1292, 1286, 1282, 1279]","[1305, 1298, 1292, 1286, 1282, 1279]",1290.33,9.93,"[1167.88, 1161.62, 1156.25, 1150.88, 1147.3, 1144.61]","[1167.88, 1161.62, 1156.25, 1150.88, 1147.3, 1144.61]","[1167.88, 1161.62, 1156.25, 1150.88, 1147.3, 1144.61]",1154.76,8.89,"[737, 733, 730, 726, 723, 722]","[737, 733, 730, 726, 723, 722]","[737, 733, 730, 726, 723, 722]",728.5,5.89,"[713.51, 709.64, 706.73, 702.86, 699.96, 698.99]","[713.51, 709.64, 706.73, 702.86, 699.96, 698.99]","[713.51, 709.64, 706.73, 702.86, 699.96, 698.99]",705.28,5.7,"[924, 918, 913, 907, 904, 901]","[924, 918, 913, 907, 904, 901]","[924, 918, 913, 907, 904, 901]",911.17,8.8,"[797.95, 792.77, 788.45, 783.27, 780.68, 778.09]","[797.95, 792.77, 788.45, 783.27, 780.68, 778.09]","[797.95, 792.77, 788.45, 783.27, 780.68, 778.09]",786.87,7.6
4.0,7.0,2023-03-28 04:28:00.267551,19.89,34.0,64.0,700.0,150.0,"[228, 228, 229, 229, 229, 229]","[228, 228, 229, 229, 229, 229]","[228, 228, 229, 229, 229, 229]",228.67,0.52,"[263.14, 263.14, 264.29, 264.29, 264.29, 264.29]","[263.14, 263.14, 264.29, 264.29, 264.29, 264.29]","[263.14, 263.14, 264.29, 264.29, 264.29, 264.29]",263.91,0.59,"[416, 414, 412, 409, 408, 406]","[416, 414, 412, 409, 408, 406]","[416, 414, 412, 409, 408, 406]",410.83,3.82,"[523.93, 521.41, 518.89, 515.12, 513.86, 511.34]","[523.93, 521.41, 518.89, 515.12, 513.86, 511.34]","[523.93, 521.41, 518.89, 515.12, 513.86, 511.34]",517.43,4.8,"[734, 730, 729, 723, 723, 721]","[734, 730, 729, 723, 723, 721]","[734, 730, 729, 723, 723, 721]",726.67,5.09,"[741.39, 737.35, 736.34, 730.27, 730.27, 728.25]","[741.39, 737.35, 736.34, 730.27, 730.27, 728.25]","[741.39, 737.35, 736.34, 730.27, 730.27, 728.25]",733.98,5.14,"[1145, 1139, 1136, 1130, 1127, 1124]","[1145, 1139, 1136, 1130, 1127, 1124]","[1145, 1139, 1136, 1130, 1127, 1124]",1133.5,7.92,"[1040.18, 1034.73, 1032.01, 1026.56, 1023.83, 1021.11]","[1040.18, 1034.73, 1032.01, 1026.56, 1023.83, 1021.11]","[1040.18, 1034.73, 1032.01, 1026.56, 1023.83, 1021.11]",1029.74,7.19,"[815, 810, 808, 803, 800, 798]","[815, 810, 808, 803, 800, 798]","[815, 810, 808, 803, 800, 798]",805.67,6.47,"[761.99, 757.32, 755.45, 750.77, 747.97, 746.1]","[761.99, 757.32, 755.45, 750.77, 747.97, 746.1]","[761.99, 757.32, 755.45, 750.77, 747.97, 746.1]",753.27,6.05,"[720, 716, 712, 707, 704, 702]","[720, 716, 712, 707, 704, 702]","[720, 716, 712, 707, 704, 702]",710.17,7.05,"[609.3, 605.91, 602.53, 598.3, 595.76, 594.07]","[609.3, 605.91, 602.53, 598.3, 595.76, 594.07]","[609.3, 605.91, 602.53, 598.3, 595.76, 594.07]",600.98,5.97
0.0,8.0,2023-03-28 04:28:20.090870,19.2,38.0,64.0,700.0,150.0,"[308, 309, 309, 309, 309, 310]","[308, 309, 309, 309, 309, 310]","[308, 309, 309, 309, 309, 310]",309.0,0.63,"[312.8, 313.81, 313.81, 313.81, 313.81, 314.83]","[312.8, 313.81, 313.81, 313.81, 313.81, 314.83]","[312.8, 313.81, 313.81, 313.81, 313.81, 314.83]",313.81,0.64,"[506, 502, 499, 496, 494, 492]","[506, 502, 499, 496, 494, 492]","[506, 502, 499, 496, 494, 492]",498.17,5.23,"[569.92, 565.41, 562.03, 558.65, 556.4, 554.15]","[569.92, 565.41, 562.03, 558.65, 556.4, 554.15]","[569.92, 565.41, 562.03, 558.65, 556.4, 554.15]",561.09,5.89,"[356, 354, 352, 350, 348, 347]","[356, 354, 352, 350, 348, 347]","[356, 354, 352, 350, 348, 347]",351.17,3.49,"[360.08, 358.06, 356.04, 354.01, 351.99, 350.98]","[360.08, 358.06, 356.04, 354.01, 351.99, 350.98]","[360.08, 358.06, 356.04, 354.01, 351.99, 350.98]",355.19,3.53,"[1153, 1145, 1142, 1135, 1132, 1130]","[1153, 1145, 1142, 1135, 1132, 1130]","[1153, 1145, 1142, 1135, 1132, 1130]",1139.5,8.78,"[989.17, 982.31, 979.74, 973.73, 971.16, 969.44]","[989.17, 982.31, 979.74, 973.73, 971.16, 969.44]","[989.17, 982.31, 979.74, 973.73, 971.16, 969.44]",977.59,7.53,"[524, 521, 518, 515, 513, 511]","[524, 521, 518, 515, 513, 511]","[524, 521, 518, 515, 513, 511]",517.0,4.94,"[476.37, 473.65, 470.92, 468.19, 466.37, 464.56]","[476.37, 473.65, 470.92, 468.19, 466.37, 464.56]","[476.37, 473.65, 470.92, 468.19, 466.37, 464.56]",470.01,4.49,"[1094, 1085, 1080, 1071, 1065, 1063]","[1094, 1085, 1080, 1071, 1065, 1063]","[1094, 1085, 1080, 1071, 1065, 1063]",1076.33,12.13,"[871.53, 864.36, 860.37, 853.2, 848.42, 846.83]","[871.53, 864.36, 860.37, 853.2, 848.42, 846.83]","[871.53, 864.36, 860.37, 853.2, 848.42, 846.83]",857.45,9.66
1.0,8.0,2023-03-28 04:28:40.535728,19.35,37.0,64.0,700.0,150.0,"[268, 268, 268, 268, 268, 268]","[268, 268, 268, 268, 268, 268]","[268, 268, 268, 268, 268, 268]",268.0,0.0,"[287.97, 287.97, 287.97, 287.97, 287.97, 287.97]","[287.97, 287.97, 287.97, 287.97, 287.97, 287.97]","[287.97, 287.97, 287.97, 287.97, 287.97, 287.97]",287.97,0.0,"[457, 454, 452, 450, 448, 447]","[457, 454, 452, 450, 448, 447]","[457, 454, 452, 450, 448, 447]",451.33,3.78,"[586.34, 582.49, 579.92, 577.36, 574.79, 573.51]","[586.34, 582.49, 579.92, 577.36, 574.79, 573.51]","[586.34, 582.49, 579.92, 577.36, 574.79, 573.51]",579.07,4.85,"[697, 693, 690, 687, 685, 683]","[697, 693, 690, 687, 685, 683]","[697, 693, 690, 687, 685, 683]",689.17,5.23,"[728.49, 724.31, 721.17, 718.03, 715.94, 713.85]","[728.49, 724.31, 721.17, 718.03, 715.94, 713.85]","[728.49, 724.31, 721.17, 718.03, 715.94, 713.85]",720.3,5.47,"[1306, 1300, 1295, 1289, 1286, 1282]","[1306, 1300, 1295, 1289, 1286, 1282]","[1306, 1300, 1295, 1289, 1286, 1282]",1293.0,9.03,"[1180.59, 1175.17, 1170.65, 1165.22, 1162.51, 1158.89]","[1180.59, 1175.17, 1170.65, 1165.22, 1162.51, 1158.89]","[1180.59, 1175.17, 1170.65, 1165.22, 1162.51, 1158.89]",1168.84,8.17,"[803, 798, 795, 790, 788, 786]","[803, 798, 795, 790, 788, 786]","[803, 798, 795, 790, 788, 786]",793.33,6.5,"[782.41, 777.54, 774.61, 769.74, 767.79, 765.84]","[782.41, 777.54, 774.61, 769.74, 767.79, 765.84]","[782.41, 777.54, 774.61, 769.74, 767.79, 765.84]",772.99,6.34,"[865, 859, 855, 850, 848, 846]","[865, 859, 855, 850, 848, 846]","[865, 859, 855, 850, 848, 846]",853.83,7.25,"[778.64, 773.24, 769.64, 765.14, 763.34, 761.54]","[778.64, 773.24, 769.64, 765.14, 763.34, 761.54]","[778.64, 773.24, 769.64, 765.14, 763.34, 761.54]",768.59,6.53
2.0,8.0,2023-03-28 04:29:00.936340,19.29,38.0,64.0,700.0,150.0,"[301, 301, 301, 301, 301, 300]","[301, 301, 301, 301, 301, 300]","[301, 301, 301, 301, 301, 300]",300.83,0.41,"[295.2, 295.2, 295.2, 295.2, 295.2, 294.22]","[295.2, 295.2, 295.2, 295.2, 295.2, 294.22]","[295.2, 295.2, 295.2, 295.2, 295.2, 294.22]",295.04,0.4,"[570, 566, 563, 560, 557, 556]","[570, 566, 563, 560, 557, 556]","[570, 566, 563, 560, 557, 556]",562.0,5.4,"[671.0, 666.29, 662.75, 659.22, 655.69, 654.51]","[671.0, 666.29, 662.75, 659.22, 655.69, 654.51]","[671.0, 666.29, 662.75, 659.22, 655.69, 654.51]",661.58,6.36,"[600, 596, 594, 591, 589, 588]","[600, 596, 594, 591, 589, 588]","[600, 596, 594, 591, 589, 588]",593.0,4.56,"[608.16, 604.1, 602.07, 599.03, 597.01, 595.99]","[608.16, 604.1, 602.07, 599.03, 597.01, 595.99]","[608.16, 604.1, 602.07, 599.03, 597.01, 595.99]",601.06,4.62,"[1360, 1353, 1347, 1341, 1338, 1334]","[1360, 1353, 1347, 1341, 1338, 1334]","[1360, 1353, 1347, 1341, 1338, 1334]",1345.5,9.77,"[1185.29, 1179.19, 1173.96, 1168.73, 1166.11, 1162.63]","[1185.29, 1179.19, 1173.96, 1168.73, 1166.11, 1162.63]","[1185.29, 1179.19, 1173.96, 1168.73, 1166.11, 1162.63]",1172.65,8.52,"[694, 690, 687, 683, 681, 679]","[694, 690, 687, 683, 681, 679]","[694, 690, 687, 683, 681, 679]",685.67,5.72,"[665.21, 661.37, 658.5, 654.66, 652.75, 650.83]","[665.21, 661.37, 658.5, 654.66, 652.75, 650.83]","[665.21, 661.37, 658.5, 654.66, 652.75, 650.83]",657.22,5.48,"[1094, 1085, 1079, 1072, 1068, 1064]","[1094, 1085, 1079, 1072, 1068, 1064]","[1094, 1085, 1079, 1072, 1068, 1064]",1077.0,11.24,"[892.32, 884.98, 880.09, 874.38, 871.11, 867.85]","[892.32, 884.98, 880.09, 874.38, 871.11, 867.85]","[892.32, 884.98, 880.09, 874.38, 871.11, 867.85]",878.46,9.17
3.0,8.0,2023-03-28 04:29:21.842787,20.09,37.0,64.0,700.0,150.0,"[248, 248, 248, 248, 247, 247]","[248, 248, 248, 248, 247, 247]","[248, 248, 248, 248, 247, 247]",247.67,0.52,"[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]","[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]","[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]",264.4,0.55,"[456, 454, 451, 448, 447, 445]","[456, 454, 451, 448, 447, 445]","[456, 454, 451, 448, 447, 445]",450.17,4.26,"[574.02, 571.5, 567.73, 563.95, 562.69, 560.17]","[574.02, 571.5, 567.73, 563.95, 562.69, 560.17]","[574.02, 571.5, 567.73, 563.95, 562.69, 560.17]",566.68,5.37,"[665, 661, 658, 655, 653, 651]","[665, 661, 658, 655, 653, 651]","[665, 661, 658, 655, 653, 651]",657.17,5.23,"[691.08, 686.93, 683.81, 680.69, 678.61, 676.53]","[691.08, 686.93, 683.81, 680.69, 678.61, 676.53]","[691.08, 686.93, 683.81, 680.69, 678.61, 676.53]",682.94,5.44,"[1306, 1299, 1293, 1287, 1282, 1279]","[1306, 1299, 1293, 1287, 1282, 1279]","[1306, 1299, 1293, 1287, 1282, 1279]",1291.0,10.33,"[1168.78, 1162.51, 1157.14, 1151.77, 1147.3, 1144.61]","[1168.78, 1162.51, 1157.14, 1151.77, 1147.3, 1144.61]","[1168.78, 1162.51, 1157.14, 1151.77, 1147.3, 1144.61]",1155.35,9.25,"[737, 733, 730, 726, 724, 722]","[737, 733, 730, 726, 724, 722]","[737, 733, 730, 726, 724, 722]",728.67,5.72,"[713.51, 709.64, 706.73, 702.86, 700.92, 698.99]","[713.51, 709.64, 706.73, 702.86, 700.92, 698.99]","[713.51, 709.64, 706.73, 702.86, 700.92, 698.99]",705.44,5.53,"[924, 918, 913, 907, 904, 901]","[924, 918, 913, 907, 904, 901]","[924, 918, 913, 907, 904, 901]",911.17,8.8,"[797.95, 792.77, 788.45, 783.27, 780.68, 778.09]","[797.95, 792.77, 788.45, 783.27, 780.68, 778.09]","[797.95, 792.77, 788.45, 783.27, 780.68, 778.09]",786.87,7.6
4.0,8.0,2023-03-28 04:29:42.028375,19.24,34.0,64.0,700.0,150.0,"[228, 228, 228, 229, 229, 229]","[228, 228, 228, 229, 229, 229]","[228, 228, 228, 229, 229, 229]",228.5,0.55,"[263.14, 263.14, 263.14, 264.29, 264.29, 264.29]","[263.14, 263.14, 263.14, 264.29, 264.29, 264.29]","[263.14, 263.14, 263.14, 264.29, 264.29, 264.29]",263.71,0.63,"[415, 413, 411, 409, 407, 406]","[415, 413, 411, 409, 407, 406]","[415, 413, 411, 409, 407, 406]",410.17,3.49,"[522.67, 520.15, 517.64, 515.12, 512.6, 511.34]","[522.67, 520.15, 517.64, 515.12, 512.6, 511.34]","[522.67, 520.15, 517.64, 515.12, 512.6, 511.34]",516.59,4.39,"[734, 730, 727, 725, 722, 720]","[734, 730, 727, 725, 722, 720]","[734, 730, 727, 725, 722, 720]",726.33,5.16,"[741.39, 737.35, 734.32, 732.3, 729.26, 727.24]","[741.39, 737.35, 734.32, 732.3, 729.26, 727.24]","[741.39, 737.35, 734.32, 732.3, 729.26, 727.24]",733.64,5.22,"[1145, 1138, 1135, 1130, 1126, 1124]","[1145, 1138, 1135, 1130, 1126, 1124]","[1145, 1138, 1135, 1130, 1126, 1124]",1133.0,7.9,"[1040.18, 1033.82, 1031.1, 1026.56, 1022.92, 1021.11]","[1040.18, 1033.82, 1031.1, 1026.56, 1022.92, 1021.11]","[1040.18, 1033.82, 1031.1, 1026.56, 1022.92, 1021.11]",1029.28,7.17,"[814, 809, 807, 803, 800, 798]","[814, 809, 807, 803, 800, 798]","[814, 809, 807, 803, 800, 798]",805.17,5.98,"[761.06, 756.38, 754.51, 750.77, 747.97, 746.1]","[761.06, 756.38, 754.51, 750.77, 747.97, 746.1]","[761.06, 756.38, 754.51, 750.77, 747.97, 746.1]",752.8,5.59,"[719, 714, 711, 707, 704, 702]","[719, 714, 711, 707, 704, 702]","[719, 714, 711, 707, 704, 702]",709.5,6.41,"[608.45, 604.22, 601.68, 598.3, 595.76, 594.07]","[608.45, 604.22, 601.68, 598.3, 595.76, 594.07]","[608.45, 604.22, 601.68, 598.3, 595.76, 594.07]",600.41,5.42
0.0,9.0,2023-03-28 04:30:02.460836,19.31,38.0,64.0,700.0,150.0,"[308, 309, 309, 309, 309, 310]","[308, 309, 309, 309, 309, 310]","[308, 309, 309, 309, 309, 310]",309.0,0.63,"[312.8, 313.81, 313.81, 313.81, 313.81, 314.83]","[312.8, 313.81, 313.81, 313.81, 313.81, 314.83]","[312.8, 313.81, 313.81, 313.81, 313.81, 314.83]",313.81,0.64,"[507, 503, 500, 496, 494, 493]","[507, 503, 500, 496, 494, 493]","[507, 503, 500, 496, 494, 493]",498.83,5.49,"[571.04, 566.54, 563.16, 558.65, 556.4, 555.27]","[571.04, 566.54, 563.16, 558.65, 556.4, 555.27]","[571.04, 566.54, 563.16, 558.65, 556.4, 555.27]",561.84,6.19,"[356, 353, 352, 349, 348, 346]","[356, 353, 352, 349, 348, 346]","[356, 353, 352, 349, 348, 346]",350.67,3.67,"[360.08, 357.05, 356.04, 353.0, 351.99, 349.97]","[360.08, 357.05, 356.04, 353.0, 351.99, 349.97]","[360.08, 357.05, 356.04, 353.0, 351.99, 349.97]",354.69,3.71,"[1153, 1146, 1142, 1136, 1133, 1130]","[1153, 1146, 1142, 1136, 1133, 1130]","[1153, 1146, 1142, 1136, 1133, 1130]",1140.0,8.65,"[989.17, 983.17, 979.74, 974.59, 972.01, 969.44]","[989.17, 983.17, 979.74, 974.59, 972.01, 969.44]","[989.17, 983.17, 979.74, 974.59, 972.01, 969.44]",978.02,7.42,"[523, 520, 517, 514, 512, 510]","[523, 520, 517, 514, 512, 510]","[523, 520, 517, 514, 512, 510]",516.0,4.94,"[475.46, 472.74, 470.01, 467.28, 465.46, 463.65]","[475.46, 472.74, 470.01, 467.28, 465.46, 463.65]","[475.46, 472.74, 470.01, 467.28, 465.46, 463.65]",469.1,4.49,"[1095, 1087, 1081, 1073, 1068, 1064]","[1095, 1087, 1081, 1073, 1068, 1064]","[1095, 1087, 1081, 1073, 1068, 1064]",1078.0,11.83,"[872.32, 865.95, 861.17, 854.8, 850.81, 847.63]","[872.32, 865.95, 861.17, 854.8, 850.81, 847.63]","[872.32, 865.95, 861.17, 854.8, 850.81, 847.63]",858.78,9.42
1.0,9.0,2023-03-28 04:30:22.771818,19.18,37.0,64.0,700.0,150.0,"[268, 268, 268, 268, 268, 268]","[268, 268, 268, 268, 268, 268]","[268, 268, 268, 268, 268, 268]",268.0,0.0,"[287.97, 287.97, 287.97, 287.97, 287.97, 287.97]","[287.97, 287.97, 287.97, 287.97, 287.97, 287.97]","[287.97, 287.97, 287.97, 287.97, 287.97, 287.97]",287.97,0.0,"[458, 455, 452, 450, 449, 448]","[458, 455, 452, 450, 449, 448]","[458, 455, 452, 450, 449, 448]",452.0,3.85,"[587.62, 583.77, 579.92, 577.36, 576.08, 574.79]","[587.62, 583.77, 579.92, 577.36, 576.08, 574.79]","[587.62, 583.77, 579.92, 577.36, 576.08, 574.79]",579.92,4.93,"[697, 693, 690, 687, 685, 683]","[697, 693, 690, 687, 685, 683]","[697, 693, 690, 687, 685, 683]",689.17,5.23,"[728.49, 724.31, 721.17, 718.03, 715.94, 713.85]","[728.49, 724.31, 721.17, 718.03, 715.94, 713.85]","[728.49, 724.31, 721.17, 718.03, 715.94, 713.85]",720.3,5.47,"[1308, 1301, 1297, 1291, 1288, 1284]","[1308, 1301, 1297, 1291, 1288, 1284]","[1308, 1301, 1297, 1291, 1288, 1284]",1294.83,8.89,"[1182.4, 1176.07, 1172.45, 1167.03, 1164.32, 1160.7]","[1182.4, 1176.07, 1172.45, 1167.03, 1164.32, 1160.7]","[1182.4, 1176.07, 1172.45, 1167.03, 1164.32, 1160.7]",1170.49,8.03,"[803, 798, 794, 791, 788, 786]","[803, 798, 794, 791, 788, 786]","[803, 798, 794, 791, 788, 786]",793.33,6.38,"[782.41, 777.54, 773.64, 770.72, 767.79, 765.84]","[782.41, 777.54, 773.64, 770.72, 767.79, 765.84]","[782.41, 777.54, 773.64, 770.72, 767.79, 765.84]",772.99,6.22,"[866, 860, 856, 851, 849, 847]","[866, 860, 856, 851, 849, 847]","[866, 860, 856, 851, 849, 847]",854.83,7.25,"[779.54, 774.14, 770.54, 766.04, 764.24, 762.44]","[779.54, 774.14, 770.54, 766.04, 764.24, 762.44]","[779.54, 774.14, 770.54, 766.04, 764.24, 762.44]",769.49,6.53
2.0,9.0,2023-03-28 04:30:43.361252,19.99,38.0,64.0,700.0,150.0,"[301, 301, 301, 301, 300, 300]","[301, 301, 301, 301, 300, 300]","[301, 301, 301, 301, 300, 300]",300.67,0.52,"[295.2, 295.2, 295.2, 295.2, 294.22, 294.22]","[295.2, 295.2, 295.2, 295.2, 294.22, 294.22]","[295.2, 295.2, 295.2, 295.2, 294.22, 294.22]",294.87,0.51,"[570, 566, 564, 560, 558, 556]","[570, 566, 564, 560, 558, 556]","[570, 566, 564, 560, 558, 556]",562.33,5.28,"[671.0, 666.29, 663.93, 659.22, 656.87, 654.51]","[671.0, 666.29, 663.93, 659.22, 656.87, 654.51]","[671.0, 666.29, 663.93, 659.22, 656.87, 654.51]",661.97,6.22,"[599, 596, 594, 591, 589, 587]","[599, 596, 594, 591, 589, 587]","[599, 596, 594, 591, 589, 587]",592.67,4.5,"[607.14, 604.1, 602.07, 599.03, 597.01, 594.98]","[607.14, 604.1, 602.07, 599.03, 597.01, 594.98]","[607.14, 604.1, 602.07, 599.03, 597.01, 594.98]",600.72,4.56,"[1359, 1352, 1347, 1342, 1338, 1335]","[1359, 1352, 1347, 1342, 1338, 1335]","[1359, 1352, 1347, 1342, 1338, 1335]",1345.5,9.01,"[1184.42, 1178.32, 1173.96, 1169.6, 1166.11, 1163.5]","[1184.42, 1178.32, 1173.96, 1169.6, 1166.11, 1163.5]","[1184.42, 1178.32, 1173.96, 1169.6, 1166.11, 1163.5]",1172.65,7.85,"[692, 689, 686, 683, 681, 679]","[692, 689, 686, 683, 681, 679]","[692, 689, 686, 683, 681, 679]",685.0,4.94,"[663.29, 660.42, 657.54, 654.66, 652.75, 650.83]","[663.29, 660.42, 657.54, 654.66, 652.75, 650.83]","[663.29, 660.42, 657.54, 654.66, 652.75, 650.83]",656.58,4.74,"[1092, 1085, 1079, 1072, 1069, 1065]","[1092, 1085, 1079, 1072, 1069, 1065]","[1092, 1085, 1079, 1072, 1069, 1065]",1077.0,10.26,"[890.69, 884.98, 880.09, 874.38, 871.93, 868.67]","[890.69, 884.98, 880.09, 874.38, 871.93, 868.67]","[890.69, 884.98, 880.09, 874.38, 871.93, 868.67]",878.46,8.37
