Data_Point,Sample_Num,Time_Stamp,Time_Per,Temp,Gain,Int_Time,Allowable_Dev,Raw_Used_Vio,Raw_Values_Vio_450nm,Raw_Selected_Vio_450nm,Raw_Avg_Vio_450nm,Raw_StdDev_Vio_450nm,Call_Used_Vio,Call_Values_Vio_450nm,Cal_Selected_Vio_450nm,Cal_Avg_Vio_450nm,Cal_StdDev_Vio_450nm,Raw_Used_Blu,Raw_Values_Blu_500nm,Raw_Selected_Blu_500nm,Raw_Avg_Blu_500nm,Raw_StdDev_Blu_500nm,Call_Used_Blu,Call_Values_Blu_500nm,Cal_Selected_Blu_500nm,Cal_Avg_Blu_500nm,Cal_StdDev_Blu_500nm,Raw_Used_Grn,Raw_Values_Grn_550nm,Raw_Selected_Grn_550nm,Raw_Avg_Grn_550nm,Raw_StdDev_Grn_550nm,Call_Used_Grn,Call_Values_Grn_550nm,Cal_Selected_Grn_550nm,Cal_Avg_Grn_550nm,Cal_StdDev_Grn_550nm,Raw_Used_Yel,Raw_Values_Yel_570nm,Raw_Selected_Yel_570nm,Raw_Avg_Yel_570nm,Raw_StdDev_Yel_570nm,Call_Used_Yel,Call_Values_Yel_570nm,Cal_Selected_Yel_570nm,Cal_Avg_Yel_570nm,Cal_StdDev_Yel_570nm,Raw_Used_Org,Raw_Values_Org_600nm,Raw_Selected_Org_600nm,Raw_Avg_Org_600nm,Raw_StdDev_Org_600nm,Call_Used_Org,Call_Values_Org_600nm,Cal_Selected_Org_600nm,Cal_Avg_Org_600nm,Cal_StdDev_Org_600nm,Raw_Used_Red,Raw_Values_Red_650nm,Raw_Selected_Red_650nm,Raw_Avg_Red_650nm,Raw_StdDev_Red_650nm,Call_Used_Red,Call_Values_Red_650nm,Cal_Selected_Red_650nm,Cal_Avg_Red_650nm,Cal_StdDev_Red_650nm
4.0,11.0,2023-03-28 04:34:49.836774,20.06,34.0,64.0,700.0,150.0,"[227, 228, 228, 228, 228, 228]","[227, 228, 228, 228, 228, 228]","[227, 228, 228, 228, 228, 228]",227.83,0.41,"[261.98, 263.14, 263.14, 263.14, 263.14, 263.14]","[261.98, 263.14, 263.14, 263.14, 263.14, 263.14]","[261.98, 263.14, 263.14, 263.14, 263.14, 263.14]",262.95,0.47,"[413, 411, 409, 408, 406, 405]","[413, 411, 409, 408, 406, 405]","[413, 411, 409, 408, 406, 405]",408.67,3.01,"[520.15, 517.64, 515.12, 513.86, 511.34, 510.08]","[520.15, 517.64, 515.12, 513.86, 511.34, 510.08]","[520.15, 517.64, 515.12, 513.86, 511.34, 510.08]",514.7,3.79,"[732, 728, 726, 722, 721, 720]","[732, 728, 726, 722, 721, 720]","[732, 728, 726, 722, 721, 720]",724.83,4.67,"[739.37, 735.33, 733.31, 729.26, 728.25, 727.24]","[739.37, 735.33, 733.31, 729.26, 728.25, 727.24]","[739.37, 735.33, 733.31, 729.26, 728.25, 727.24]",732.13,4.72,"[1140, 1135, 1131, 1127, 1124, 1121]","[1140, 1135, 1131, 1127, 1124, 1121]","[1140, 1135, 1131, 1127, 1124, 1121]",1129.67,7.09,"[1035.64, 1031.1, 1027.46, 1023.83, 1021.11, 1018.38]","[1035.64, 1031.1, 1027.46, 1023.83, 1021.11, 1018.38]","[1035.64, 1031.1, 1027.46, 1023.83, 1021.11, 1018.38]",1026.25,6.44,"[812, 808, 804, 800, 799, 797]","[812, 808, 804, 800, 799, 797]","[812, 808, 804, 800, 799, 797]",803.33,5.79,"[759.19, 755.45, 751.71, 747.97, 747.03, 745.16]","[759.19, 755.45, 751.71, 747.97, 747.03, 745.16]","[759.19, 755.45, 751.71, 747.97, 747.03, 745.16]",751.09,5.41,"[715, 711, 708, 704, 702, 699]","[715, 711, 708, 704, 702, 699]","[715, 711, 708, 704, 702, 699]",706.5,5.96,"[605.07, 601.68, 599.14, 595.76, 594.07, 591.53]","[605.07, 601.68, 599.14, 595.76, 594.07, 591.53]","[605.07, 601.68, 599.14, 595.76, 594.07, 591.53]",597.88,5.04
0.0,12.0,2023-03-28 04:35:10.196645,19.22,38.0,64.0,700.0,150.0,"[309, 309, 310, 310, 310, 310]","[309, 309, 310, 310, 310, 310]","[309, 309, 310, 310, 310, 310]",309.67,0.52,"[313.81, 313.81, 314.83, 314.83, 314.83, 314.83]","[313.81, 313.81, 314.83, 314.83, 314.83, 314.83]","[313.81, 313.81, 314.83, 314.83, 314.83, 314.83]",314.49,0.53,"[507, 504, 501, 497, 495, 493]","[507, 504, 501, 497, 495, 493]","[507, 504, 501, 497, 495, 493]",499.5,5.43,"[571.04, 567.66, 564.28, 559.78, 557.53, 555.27]","[571.04, 567.66, 564.28, 559.78, 557.53, 555.27]","[571.04, 567.66, 564.28, 559.78, 557.53, 555.27]",562.59,6.12,"[354, 352, 350, 348, 347, 346]","[354, 352, 350, 348, 347, 346]","[354, 352, 350, 348, 347, 346]",349.5,3.08,"[358.06, 356.04, 354.01, 351.99, 350.98, 349.97]","[358.06, 356.04, 354.01, 351.99, 350.98, 349.97]","[358.06, 356.04, 354.01, 351.99, 350.98, 349.97]",353.51,3.12,"[1154, 1146, 1141, 1136, 1133, 1131]","[1154, 1146, 1141, 1136, 1133, 1131]","[1154, 1146, 1141, 1136, 1133, 1131]",1140.17,8.7,"[990.03, 983.17, 978.88, 974.59, 972.01, 970.3]","[990.03, 983.17, 978.88, 974.59, 972.01, 970.3]","[990.03, 983.17, 978.88, 974.59, 972.01, 970.3]",978.16,7.47,"[522, 518, 516, 513, 511, 509]","[522, 518, 516, 513, 511, 509]","[522, 518, 516, 513, 511, 509]",514.83,4.79,"[474.56, 470.92, 469.1, 466.37, 464.56, 462.74]","[474.56, 470.92, 469.1, 466.37, 464.56, 462.74]","[474.56, 470.92, 469.1, 466.37, 464.56, 462.74]",468.04,4.36,"[1097, 1088, 1081, 1075, 1070, 1067]","[1097, 1088, 1081, 1075, 1070, 1067]","[1097, 1088, 1081, 1075, 1070, 1067]",1079.67,11.38,"[873.92, 866.75, 861.17, 856.39, 852.41, 850.02]","[873.92, 866.75, 861.17, 856.39, 852.41, 850.02]","[873.92, 866.75, 861.17, 856.39, 852.41, 850.02]",860.11,9.06
1.0,12.0,2023-03-28 04:35:30.165307,19.23,37.0,64.0,700.0,150.0,"[268, 268, 268, 268, 268, 268]","[268, 268, 268, 268, 268, 268]","[268, 268, 268, 268, 268, 268]",268.0,0.0,"[287.97, 287.97, 287.97, 287.97, 287.97, 287.97]","[287.97, 287.97, 287.97, 287.97, 287.97, 287.97]","[287.97, 287.97, 287.97, 287.97, 287.97, 287.97]",287.97,0.0,"[459, 456, 454, 451, 450, 449]","[459, 456, 454, 451, 450, 449]","[459, 456, 454, 451, 450, 449]",453.17,3.87,"[588.91, 585.06, 582.49, 578.64, 577.36, 576.08]","[588.91, 585.06, 582.49, 578.64, 577.36, 576.08]","[588.91, 585.06, 582.49, 578.64, 577.36, 576.08]",581.42,4.96,"[698, 694, 691, 687, 685, 683]","[698, 694, 691, 687, 685, 683]","[698, 694, 691, 687, 685, 683]",689.67,5.72,"[729.53, 725.35, 722.21, 718.03, 715.94, 713.85]","[729.53, 725.35, 722.21, 718.03, 715.94, 713.85]","[729.53, 725.35, 722.21, 718.03, 715.94, 713.85]",720.82,5.97,"[1311, 1304, 1299, 1293, 1289, 1287]","[1311, 1304, 1299, 1293, 1289, 1287]","[1311, 1304, 1299, 1293, 1289, 1287]",1297.17,9.26,"[1185.11, 1178.78, 1174.26, 1168.84, 1165.22, 1163.41]","[1185.11, 1178.78, 1174.26, 1168.84, 1165.22, 1163.41]","[1185.11, 1178.78, 1174.26, 1168.84, 1165.22, 1163.41]",1172.6,8.37,"[803, 798, 795, 791, 788, 786]","[803, 798, 795, 791, 788, 786]","[803, 798, 795, 791, 788, 786]",793.5,6.41,"[782.41, 777.54, 774.61, 770.72, 767.79, 765.84]","[782.41, 777.54, 774.61, 770.72, 767.79, 765.84]","[782.41, 777.54, 774.61, 770.72, 767.79, 765.84]",773.15,6.25,"[868, 862, 858, 853, 851, 848]","[868, 862, 858, 853, 851, 848]","[868, 862, 858, 853, 851, 848]",856.67,7.47,"[781.34, 775.94, 772.34, 767.84, 766.04, 763.34]","[781.34, 775.94, 772.34, 767.84, 766.04, 763.34]","[781.34, 775.94, 772.34, 767.84, 766.04, 763.34]",771.14,6.73
2.0,12.0,2023-03-28 04:35:50.632143,19.33,38.0,64.0,700.0,150.0,"[301, 301, 301, 301, 301, 301]","[301, 301, 301, 301, 301, 301]","[301, 301, 301, 301, 301, 301]",301.0,0.0,"[295.2, 295.2, 295.2, 295.2, 295.2, 295.2]","[295.2, 295.2, 295.2, 295.2, 295.2, 295.2]","[295.2, 295.2, 295.2, 295.2, 295.2, 295.2]",295.2,0.0,"[574, 570, 566, 562, 561, 558]","[574, 570, 566, 562, 561, 558]","[574, 570, 566, 562, 561, 558]",565.17,6.01,"[675.7, 671.0, 666.29, 661.58, 660.4, 656.87]","[675.7, 671.0, 666.29, 661.58, 660.4, 656.87]","[675.7, 671.0, 666.29, 661.58, 660.4, 656.87]",665.31,7.08,"[601, 598, 595, 592, 590, 588]","[601, 598, 595, 592, 590, 588]","[601, 598, 595, 592, 590, 588]",594.0,4.94,"[609.17, 606.13, 603.09, 600.05, 598.02, 595.99]","[609.17, 606.13, 603.09, 600.05, 598.02, 595.99]","[609.17, 606.13, 603.09, 600.05, 598.02, 595.99]",602.07,5.01,"[1364, 1357, 1352, 1345, 1342, 1338]","[1364, 1357, 1352, 1345, 1342, 1338]","[1364, 1357, 1352, 1345, 1342, 1338]",1349.67,9.81,"[1188.77, 1182.67, 1178.32, 1172.22, 1169.6, 1166.11]","[1188.77, 1182.67, 1178.32, 1172.22, 1169.6, 1166.11]","[1188.77, 1182.67, 1178.32, 1172.22, 1169.6, 1166.11]",1176.28,8.55,"[695, 691, 687, 684, 682, 680]","[695, 691, 687, 684, 682, 680]","[695, 691, 687, 684, 682, 680]",686.5,5.68,"[666.17, 662.33, 658.5, 655.62, 653.71, 651.79]","[666.17, 662.33, 658.5, 655.62, 653.71, 651.79]","[666.17, 662.33, 658.5, 655.62, 653.71, 651.79]",658.02,5.45,"[1099, 1091, 1085, 1077, 1074, 1070]","[1099, 1091, 1085, 1077, 1074, 1070]","[1099, 1091, 1085, 1077, 1074, 1070]",1082.67,11.04,"[896.4, 889.87, 884.98, 878.45, 876.01, 872.75]","[896.4, 889.87, 884.98, 878.45, 876.01, 872.75]","[896.4, 889.87, 884.98, 878.45, 876.01, 872.75]",883.08,9.0
3.0,12.0,2023-03-28 04:36:11.070239,19.29,37.0,64.0,700.0,150.0,"[248, 248, 248, 248, 248, 247]","[248, 248, 248, 248, 248, 247]","[248, 248, 248, 248, 248, 247]",247.83,0.41,"[264.76, 264.76, 264.76, 264.76, 264.76, 263.69]","[264.76, 264.76, 264.76, 264.76, 264.76, 263.69]","[264.76, 264.76, 264.76, 264.76, 264.76, 263.69]",264.58,0.44,"[458, 455, 453, 450, 448, 446]","[458, 455, 453, 450, 448, 446]","[458, 455, 453, 450, 448, 446]",451.67,4.5,"[576.54, 572.76, 570.24, 566.47, 563.95, 561.43]","[576.54, 572.76, 570.24, 566.47, 563.95, 561.43]","[576.54, 572.76, 570.24, 566.47, 563.95, 561.43]",568.56,5.67,"[667, 663, 660, 656, 654, 652]","[667, 663, 660, 656, 654, 652]","[667, 663, 660, 656, 654, 652]",658.67,5.72,"[693.16, 689.0, 685.89, 681.73, 679.65, 677.57]","[693.16, 689.0, 685.89, 681.73, 679.65, 677.57]","[693.16, 689.0, 685.89, 681.73, 679.65, 677.57]",684.5,5.94,"[1309, 1302, 1296, 1289, 1285, 1281]","[1309, 1302, 1296, 1289, 1285, 1281]","[1309, 1302, 1296, 1289, 1285, 1281]",1293.67,10.65,"[1171.46, 1165.2, 1159.83, 1153.56, 1149.98, 1146.4]","[1171.46, 1165.2, 1159.83, 1153.56, 1149.98, 1146.4]","[1171.46, 1165.2, 1159.83, 1153.56, 1149.98, 1146.4]",1157.74,9.53,"[740, 735, 731, 727, 725, 723]","[740, 735, 731, 727, 725, 723]","[740, 735, 731, 727, 725, 723]",730.17,6.46,"[716.41, 711.57, 707.7, 703.83, 701.89, 699.96]","[716.41, 711.57, 707.7, 703.83, 701.89, 699.96]","[716.41, 711.57, 707.7, 703.83, 701.89, 699.96]",706.89,6.25,"[928, 921, 915, 909, 906, 902]","[928, 921, 915, 909, 906, 902]","[928, 921, 915, 909, 906, 902]",913.5,9.77,"[801.41, 795.36, 790.18, 785.0, 782.41, 778.95]","[801.41, 795.36, 790.18, 785.0, 782.41, 778.95]","[801.41, 795.36, 790.18, 785.0, 782.41, 778.95]",788.88,8.44
4.0,12.0,2023-03-28 04:36:32.210082,20.16,35.0,64.0,700.0,150.0,"[227, 228, 228, 228, 228, 228]","[227, 228, 228, 228, 228, 228]","[227, 228, 228, 228, 228, 228]",227.83,0.41,"[261.98, 263.14, 263.14, 263.14, 263.14, 263.14]","[261.98, 263.14, 263.14, 263.14, 263.14, 263.14]","[261.98, 263.14, 263.14, 263.14, 263.14, 263.14]",262.95,0.47,"[413, 411, 409, 407, 406, 404]","[413, 411, 409, 407, 406, 404]","[413, 411, 409, 407, 406, 404]",408.33,3.33,"[520.15, 517.64, 515.12, 512.6, 511.34, 508.82]","[520.15, 517.64, 515.12, 512.6, 511.34, 508.82]","[520.15, 517.64, 515.12, 512.6, 511.34, 508.82]",514.28,4.19,"[730, 727, 726, 722, 721, 718]","[730, 727, 726, 722, 721, 718]","[730, 727, 726, 722, 721, 718]",724.0,4.43,"[737.35, 734.32, 733.31, 729.26, 728.25, 725.22]","[737.35, 734.32, 733.31, 729.26, 728.25, 725.22]","[737.35, 734.32, 733.31, 729.26, 728.25, 725.22]",731.28,4.48,"[1139, 1134, 1131, 1126, 1123, 1120]","[1139, 1134, 1131, 1126, 1123, 1120]","[1139, 1134, 1131, 1126, 1123, 1120]",1128.83,7.14,"[1034.73, 1030.19, 1027.46, 1022.92, 1020.2, 1017.47]","[1034.73, 1030.19, 1027.46, 1022.92, 1020.2, 1017.47]","[1034.73, 1030.19, 1027.46, 1022.92, 1020.2, 1017.47]",1025.5,6.48,"[810, 806, 805, 800, 798, 796]","[810, 806, 805, 800, 798, 796]","[810, 806, 805, 800, 798, 796]",802.5,5.36,"[757.32, 753.58, 752.64, 747.97, 746.1, 744.23]","[757.32, 753.58, 752.64, 747.97, 746.1, 744.23]","[757.32, 753.58, 752.64, 747.97, 746.1, 744.23]",750.31,5.01,"[714, 710, 707, 704, 702, 698]","[714, 710, 707, 704, 702, 698]","[714, 710, 707, 704, 702, 698]",705.83,5.74,"[604.22, 600.84, 598.3, 595.76, 594.07, 590.68]","[604.22, 600.84, 598.3, 595.76, 594.07, 590.68]","[604.22, 600.84, 598.3, 595.76, 594.07, 590.68]",597.31,4.86
0.0,13.0,2023-03-28 04:36:52.405656,19.24,38.0,64.0,700.0,150.0,"[309, 309, 310, 310, 310, 310]","[309, 309, 310, 310, 310, 310]","[309, 309, 310, 310, 310, 310]",309.67,0.52,"[313.81, 313.81, 314.83, 314.83, 314.83, 314.83]","[313.81, 313.81, 314.83, 314.83, 314.83, 314.83]","[313.81, 313.81, 314.83, 314.83, 314.83, 314.83]",314.49,0.53,"[508, 504, 501, 498, 495, 494]","[508, 504, 501, 498, 495, 494]","[508, 504, 501, 498, 495, 494]",500.0,5.4,"[572.17, 567.66, 564.28, 560.91, 557.53, 556.4]","[572.17, 567.66, 564.28, 560.91, 557.53, 556.4]","[572.17, 567.66, 564.28, 560.91, 557.53, 556.4]",563.16,6.09,"[354, 352, 350, 348, 347, 346]","[354, 352, 350, 348, 347, 346]","[354, 352, 350, 348, 347, 346]",349.5,3.08,"[358.06, 356.04, 354.01, 351.99, 350.98, 349.97]","[358.06, 356.04, 354.01, 351.99, 350.98, 349.97]","[358.06, 356.04, 354.01, 351.99, 350.98, 349.97]",353.51,3.12,"[1153, 1146, 1141, 1137, 1134, 1131]","[1153, 1146, 1141, 1137, 1134, 1131]","[1153, 1146, 1141, 1137, 1134, 1131]",1140.33,8.14,"[989.17, 983.17, 978.88, 975.45, 972.87, 970.3]","[989.17, 983.17, 978.88, 975.45, 972.87, 970.3]","[989.17, 983.17, 978.88, 975.45, 972.87, 970.3]",978.31,6.98,"[521, 518, 515, 513, 510, 509]","[521, 518, 515, 513, 510, 509]","[521, 518, 515, 513, 510, 509]",514.33,4.63,"[473.65, 470.92, 468.19, 466.37, 463.65, 462.74]","[473.65, 470.92, 468.19, 466.37, 463.65, 462.74]","[473.65, 470.92, 468.19, 466.37, 463.65, 462.74]",467.59,4.21,"[1097, 1089, 1082, 1076, 1071, 1067]","[1097, 1089, 1082, 1076, 1071, 1067]","[1097, 1089, 1082, 1076, 1071, 1067]",1080.33,11.31,"[873.92, 867.54, 861.97, 857.19, 853.2, 850.02]","[873.92, 867.54, 861.97, 857.19, 853.2, 850.02]","[873.92, 867.54, 861.97, 857.19, 853.2, 850.02]",860.64,9.01
1.0,13.0,2023-03-28 04:37:12.470548,19.11,37.0,64.0,700.0,150.0,"[268, 268, 269, 268, 268, 268]","[268, 268, 269, 268, 268, 268]","[268, 268, 269, 268, 268, 268]",268.17,0.41,"[287.97, 287.97, 289.05, 287.97, 287.97, 287.97]","[287.97, 287.97, 289.05, 287.97, 287.97, 287.97]","[287.97, 287.97, 289.05, 287.97, 287.97, 287.97]",288.15,0.44,"[459, 456, 454, 452, 450, 449]","[459, 456, 454, 452, 450, 449]","[459, 456, 454, 452, 450, 449]",453.33,3.78,"[588.91, 585.06, 582.49, 579.92, 577.36, 576.08]","[588.91, 585.06, 582.49, 579.92, 577.36, 576.08]","[588.91, 585.06, 582.49, 579.92, 577.36, 576.08]",581.64,4.85,"[698, 694, 691, 688, 686, 684]","[698, 694, 691, 688, 686, 684]","[698, 694, 691, 688, 686, 684]",690.17,5.23,"[729.53, 725.35, 722.21, 719.08, 716.99, 714.9]","[729.53, 725.35, 722.21, 719.08, 716.99, 714.9]","[729.53, 725.35, 722.21, 719.08, 716.99, 714.9]",721.34,5.47,"[1311, 1304, 1298, 1294, 1291, 1288]","[1311, 1304, 1298, 1294, 1291, 1288]","[1311, 1304, 1298, 1294, 1291, 1288]",1297.67,8.59,"[1185.11, 1178.78, 1173.36, 1169.74, 1167.03, 1164.32]","[1185.11, 1178.78, 1173.36, 1169.74, 1167.03, 1164.32]","[1185.11, 1178.78, 1173.36, 1169.74, 1167.03, 1164.32]",1173.06,7.77,"[803, 798, 795, 791, 788, 787]","[803, 798, 795, 791, 788, 787]","[803, 798, 795, 791, 788, 787]",793.67,6.19,"[782.41, 777.54, 774.61, 770.72, 767.79, 766.82]","[782.41, 777.54, 774.61, 770.72, 767.79, 766.82]","[782.41, 777.54, 774.61, 770.72, 767.79, 766.82]",773.31,6.03,"[868, 863, 859, 854, 851, 849]","[868, 863, 859, 854, 851, 849]","[868, 863, 859, 854, 851, 849]",857.33,7.34,"[781.34, 776.84, 773.24, 768.74, 766.04, 764.24]","[781.34, 776.84, 773.24, 768.74, 766.04, 764.24]","[781.34, 776.84, 773.24, 768.74, 766.04, 764.24]",771.74,6.61
2.0,13.0,2023-03-28 04:37:33.024054,20.01,38.0,64.0,700.0,150.0,"[301, 301, 301, 301, 301, 301]","[301, 301, 301, 301, 301, 301]","[301, 301, 301, 301, 301, 301]",301.0,0.0,"[295.2, 295.2, 295.2, 295.2, 295.2, 295.2]","[295.2, 295.2, 295.2, 295.2, 295.2, 295.2]","[295.2, 295.2, 295.2, 295.2, 295.2, 295.2]",295.2,0.0,"[572, 569, 566, 562, 560, 559]","[572, 569, 566, 562, 560, 559]","[572, 569, 566, 562, 560, 559]",564.67,5.2,"[673.35, 669.82, 666.29, 661.58, 659.22, 658.05]","[673.35, 669.82, 666.29, 661.58, 659.22, 658.05]","[673.35, 669.82, 666.29, 661.58, 659.22, 658.05]",664.72,6.12,"[599, 596, 595, 591, 590, 588]","[599, 596, 595, 591, 590, 588]","[599, 596, 595, 591, 590, 588]",593.17,4.17,"[607.14, 604.1, 603.09, 599.03, 598.02, 595.99]","[607.14, 604.1, 603.09, 599.03, 598.02, 595.99]","[607.14, 604.1, 603.09, 599.03, 598.02, 595.99]",601.23,4.22,"[1362, 1356, 1351, 1345, 1342, 1338]","[1362, 1356, 1351, 1345, 1342, 1338]","[1362, 1356, 1351, 1345, 1342, 1338]",1349.0,9.03,"[1187.03, 1181.8, 1177.44, 1172.22, 1169.6, 1166.11]","[1187.03, 1181.8, 1177.44, 1172.22, 1169.6, 1166.11]","[1187.03, 1181.8, 1177.44, 1172.22, 1169.6, 1166.11]",1175.7,7.87,"[693, 690, 687, 683, 681, 679]","[693, 690, 687, 683, 681, 679]","[693, 690, 687, 683, 681, 679]",685.5,5.43,"[664.25, 661.37, 658.5, 654.66, 652.75, 650.83]","[664.25, 661.37, 658.5, 654.66, 652.75, 650.83]","[664.25, 661.37, 658.5, 654.66, 652.75, 650.83]",657.06,5.21,"[1097, 1090, 1084, 1077, 1073, 1070]","[1097, 1090, 1084, 1077, 1073, 1070]","[1097, 1090, 1084, 1077, 1073, 1070]",1081.83,10.42,"[894.77, 889.06, 884.16, 878.45, 875.19, 872.75]","[894.77, 889.06, 884.16, 878.45, 875.19, 872.75]","[894.77, 889.06, 884.16, 878.45, 875.19, 872.75]",882.4,8.5
3.0,13.0,2023-03-28 04:37:54.235821,20.28,37.0,64.0,700.0,150.0,"[248, 248, 248, 248, 247, 247]","[248, 248, 248, 248, 247, 247]","[248, 248, 248, 248, 247, 247]",247.67,0.52,"[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]","[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]","[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]",264.4,0.55,"[457, 454, 452, 449, 447, 446]","[457, 454, 452, 449, 447, 446]","[457, 454, 452, 449, 447, 446]",450.83,4.26,"[575.28, 571.5, 568.99, 565.21, 562.69, 561.43]","[575.28, 571.5, 568.99, 565.21, 562.69, 561.43]","[575.28, 571.5, 568.99, 565.21, 562.69, 561.43]",567.52,5.37,"[666, 662, 659, 655, 654, 652]","[666, 662, 659, 655, 654, 652]","[666, 662, 659, 655, 654, 652]",658.0,5.33,"[692.12, 687.97, 684.85, 680.69, 679.65, 677.57]","[692.12, 687.97, 684.85, 680.69, 679.65, 677.57]","[692.12, 687.97, 684.85, 680.69, 679.65, 677.57]",683.81,5.54,"[1307, 1300, 1294, 1288, 1283, 1280]","[1307, 1300, 1294, 1288, 1283, 1280]","[1307, 1300, 1294, 1288, 1283, 1280]",1292.0,10.33,"[1169.67, 1163.41, 1158.04, 1152.67, 1148.19, 1145.51]","[1169.67, 1163.41, 1158.04, 1152.67, 1148.19, 1145.51]","[1169.67, 1163.41, 1158.04, 1152.67, 1148.19, 1145.51]",1156.25,9.25,"[737, 733, 730, 726, 724, 722]","[737, 733, 730, 726, 724, 722]","[737, 733, 730, 726, 724, 722]",728.67,5.72,"[713.51, 709.64, 706.73, 702.86, 700.92, 698.99]","[713.51, 709.64, 706.73, 702.86, 700.92, 698.99]","[713.51, 709.64, 706.73, 702.86, 700.92, 698.99]",705.44,5.53,"[925, 918, 914, 908, 905, 902]","[925, 918, 914, 908, 905, 902]","[925, 918, 914, 908, 905, 902]",912.0,8.65,"[798.82, 792.77, 789.32, 784.14, 781.54, 778.95]","[798.82, 792.77, 789.32, 784.14, 781.54, 778.95]","[798.82, 792.77, 789.32, 784.14, 781.54, 778.95]",787.59,7.47
4.0,13.0,2023-03-28 04:38:14.592284,19.19,34.0,64.0,700.0,150.0,"[227, 227, 228, 228, 228, 229]","[227, 227, 228, 228, 228, 229]","[227, 227, 228, 228, 228, 229]",227.83,0.75,"[261.98, 261.98, 263.14, 263.14, 263.14, 264.29]","[261.98, 261.98, 263.14, 263.14, 263.14, 264.29]","[261.98, 261.98, 263.14, 263.14, 263.14, 264.29]",262.94,0.87,"[413, 411, 409, 407, 406, 404]","[413, 411, 409, 407, 406, 404]","[413, 411, 409, 407, 406, 404]",408.33,3.33,"[520.15, 517.64, 515.12, 512.6, 511.34, 508.82]","[520.15, 517.64, 515.12, 512.6, 511.34, 508.82]","[520.15, 517.64, 515.12, 512.6, 511.34, 508.82]",514.28,4.19,"[732, 729, 725, 722, 721, 719]","[732, 729, 725, 722, 721, 719]","[732, 729, 725, 722, 721, 719]",724.67,5.01,"[739.37, 736.34, 732.3, 729.26, 728.25, 726.23]","[739.37, 736.34, 732.3, 729.26, 728.25, 726.23]","[739.37, 736.34, 732.3, 729.26, 728.25, 726.23]",731.96,5.06,"[1140, 1135, 1131, 1126, 1124, 1120]","[1140, 1135, 1131, 1126, 1124, 1120]","[1140, 1135, 1131, 1126, 1124, 1120]",1129.33,7.42,"[1035.64, 1031.1, 1027.46, 1022.92, 1021.11, 1017.47]","[1035.64, 1031.1, 1027.46, 1022.92, 1021.11, 1017.47]","[1035.64, 1031.1, 1027.46, 1022.92, 1021.11, 1017.47]",1025.95,6.74,"[811, 807, 803, 802, 799, 796]","[811, 807, 803, 802, 799, 796]","[811, 807, 803, 802, 799, 796]",803.0,5.4,"[758.25, 754.51, 750.77, 749.84, 747.03, 744.23]","[758.25, 754.51, 750.77, 749.84, 747.03, 744.23]","[758.25, 754.51, 750.77, 749.84, 747.03, 744.23]",750.77,5.05,"[715, 711, 708, 704, 701, 699]","[715, 711, 708, 704, 701, 699]","[715, 711, 708, 704, 701, 699]",706.33,6.12,"[605.07, 601.68, 599.14, 595.76, 593.22, 591.53]","[605.07, 601.68, 599.14, 595.76, 593.22, 591.53]","[605.07, 601.68, 599.14, 595.76, 593.22, 591.53]",597.73,5.18
